time,value
2025-09-14T06:27:19.574581797Z,61
2025-09-14T06:27:23.593153862Z,62
2025-09-14T06:27:27.606144855Z,63
2025-09-14T06:27:33.570955207Z,62
2025-09-14T06:27:41.570554137Z,61
2025-09-14T06:27:45.578082752Z,60
2025-09-14T06:27:53.603117896Z,59
2025-09-14T06:28:17.577773237Z,60
2025-09-14T06:28:19.62570234Z,59
2025-09-14T06:28:32.167943364Z,58
2025-09-14T06:28:41.56989153Z,59
2025-09-14T06:28:47.572735689Z,58
2025-09-14T06:28:53.572918912Z,59
2025-09-14T06:28:59.580505073Z,58
2025-09-14T06:29:15.599428809Z,59
2025-09-14T06:29:17.583466841Z,58
2025-09-14T06:29:21.576783968Z,59
2025-09-14T06:29:23.573927679Z,58
2025-09-14T06:29:39.574154535Z,59
2025-09-14T06:29:41.577309761Z,58
2025-09-14T06:30:20.467748353Z,59
2025-09-14T06:30:24.467539173Z,58
2025-09-14T06:30:44.46803601Z,57
2025-09-14T06:30:48.463312926Z,58
2025-09-14T06:31:12.464882001Z,57
2025-09-14T06:31:16.470531268Z,58
2025-09-14T06:32:05.858571551Z,57
2025-09-14T06:32:07.861588034Z,58
2025-09-14T06:32:19.861739802Z,57
2025-09-14T06:32:23.861687Z,58
2025-09-14T06:32:29.858827008Z,57
2025-09-14T06:32:33.858505803Z,58
2025-09-14T06:32:35.861436885Z,57
2025-09-14T06:32:45.859460355Z,83
2025-09-14T06:32:47.8632763Z,89
2025-09-14T06:32:49.860144611Z,90
2025-09-14T06:32:53.859257247Z,88
2025-09-14T06:32:57.859403994Z,89
2025-09-14T06:33:01.860031022Z,90
2025-09-14T06:33:05.865946084Z,89
2025-09-14T06:33:07.862758489Z,88
2025-09-14T06:33:11.862506989Z,90
2025-09-14T06:33:20.867748356Z,87
2025-09-14T06:33:22.864881646Z,90
2025-09-14T06:33:26.864158658Z,93
2025-09-14T06:33:28.867442663Z,90
2025-09-14T06:33:30.864172986Z,93
2025-09-14T06:33:34.864874511Z,90
2025-09-14T06:33:36.867127405Z,92
2025-09-14T06:33:38.863958391Z,90
2025-09-14T06:33:42.877147199Z,92
2025-09-14T06:33:44.866449748Z,90
2025-09-14T06:33:50.868141616Z,89
2025-09-14T06:33:52.864654352Z,90
2025-09-14T06:33:56.864614439Z,89
2025-09-14T06:33:58.868132504Z,90
2025-09-14T06:34:04.871120644Z,88
2025-09-14T06:34:06.867818797Z,90
2025-09-14T06:34:12.865003739Z,88
2025-09-14T06:34:14.88081658Z,90
2025-09-14T06:34:16.877480625Z,87
2025-09-14T06:34:24.871679162Z,86
2025-09-14T06:34:28.868471078Z,89
2025-09-14T06:34:32.868477623Z,85
2025-09-14T06:34:38.875172335Z,88
2025-09-14T06:34:40.891256481Z,85
2025-09-14T06:34:42.868610572Z,87
2025-09-14T06:34:48.871983624Z,84
2025-09-14T06:34:50.875083268Z,86
2025-09-14T06:34:52.872014564Z,84
2025-09-14T06:34:56.871916836Z,85
2025-09-14T06:35:00.88397803Z,82
2025-09-14T06:35:02.867166875Z,84
2025-09-14T06:35:04.8833747Z,81
2025-09-14T06:35:08.903040427Z,80
2025-09-14T06:35:10.879840547Z,81
2025-09-14T06:35:14.911917828Z,80
2025-09-14T06:35:19.657435608Z,79
2025-09-14T06:35:20.883103978Z,78
2025-09-14T06:35:24.876864393Z,77
2025-09-14T06:35:28.87357342Z,75
2025-09-14T06:35:32.867552468Z,74
2025-09-14T06:35:36.867535814Z,73
2025-09-14T06:35:38.870546186Z,74
2025-09-14T06:35:40.906177819Z,73
2025-09-14T06:35:44.867402953Z,72
2025-09-14T06:35:46.870303743Z,71
2025-09-14T06:35:58.870605341Z,70
2025-09-14T06:36:00.867496762Z,71
2025-09-14T06:36:02.864320722Z,70
2025-09-14T06:36:28.998211824Z,69
2025-09-14T06:36:32.972873203Z,70
2025-09-14T06:36:34.944212429Z,69
2025-09-14T06:36:36.947259621Z,68
2025-09-14T06:36:38.95668832Z,69
2025-09-14T06:36:40.94133637Z,68
2025-09-14T06:36:50.942517035Z,67
2025-09-14T06:36:52.93906803Z,68
2025-09-14T06:36:58.942405027Z,67
2025-09-14T06:37:04.945445449Z,68
2025-09-14T06:37:06.948479149Z,67
2025-09-14T06:37:14.936016983Z,68
2025-09-14T06:37:28.937795107Z,67
2025-09-14T06:37:30.966899327Z,66
2025-09-14T06:37:41.065967924Z,65
2025-09-14T06:37:42.940677193Z,66
2025-09-14T06:37:45.245121998Z,65
2025-09-14T06:37:46.93422821Z,66
2025-09-14T06:37:52.943942968Z,65
2025-09-14T06:37:54.934335036Z,64
2025-09-14T06:38:05.007943522Z,63
2025-09-14T06:38:08.934327532Z,64
2025-09-14T06:38:12.941016929Z,63
2025-09-14T06:38:31.688714611Z,62
2025-09-14T06:38:44.943119063Z,63
2025-09-14T06:38:46.990909189Z,62
2025-09-14T06:38:51.388173161Z,63
2025-09-14T06:39:08.576067415Z,62
2025-09-14T06:39:10.578083144Z,63
2025-09-14T06:39:13.086697874Z,62
2025-09-14T06:39:14.589011265Z,63
2025-09-14T06:39:16.580793414Z,62
2025-09-14T06:39:18.583064438Z,63
2025-09-14T06:39:25.065813273Z,62
2025-09-14T06:39:27.036929209Z,63
2025-09-14T06:39:29.052864003Z,62
2025-09-14T06:39:31.011072721Z,63
2025-09-14T06:39:37.01425453Z,62
2025-09-14T06:39:43.036720847Z,63
2025-09-14T06:39:45.007767642Z,62
2025-09-14T06:39:55.127589158Z,63
2025-09-14T06:39:57.002760911Z,62
2025-09-14T06:40:13.011199329Z,63
2025-09-14T06:40:15.008410189Z,62
2025-09-14T06:40:19.000163556Z,63
2025-09-14T06:40:23.005937596Z,62
2025-09-14T06:40:25.009362178Z,63
2025-09-14T06:40:27.000121146Z,62
2025-09-14T06:40:45.025672886Z,63
2025-09-14T06:40:47.032216924Z,62
2025-09-14T06:40:51.084960446Z,63
2025-09-14T06:40:55.008110837Z,62
2025-09-14T06:41:59.022771803Z,63
2025-09-14T06:42:01.010487878Z,62
2025-09-14T06:42:03.551337796Z,63
2025-09-14T06:42:05.004132257Z,62
2025-09-14T06:44:01.497848028Z,64
2025-09-14T06:44:09.491852724Z,63
2025-09-14T06:44:11.654543612Z,64
2025-09-14T06:44:15.487989963Z,63
2025-09-14T06:44:17.491079972Z,64
2025-09-14T06:44:19.488594366Z,63
2025-09-14T06:44:27.513548369Z,62
2025-09-14T06:44:29.491809926Z,63
2025-09-14T06:44:33.485597255Z,62
2025-09-14T06:44:47.49595805Z,63
2025-09-14T06:44:59.501425587Z,62
2025-09-14T06:45:01.486484744Z,63
2025-09-14T06:45:03.744605458Z,62
2025-09-14T06:45:27.482613942Z,61
2025-09-14T06:45:29.485658949Z,62
2025-09-14T06:45:33.524015855Z,61
2025-09-14T06:45:43.482773348Z,60
2025-09-14T06:45:47.482796704Z,61
2025-09-14T06:45:51.48270214Z,60
2025-09-14T06:45:53.485218103Z,61
2025-09-14T06:45:55.514324312Z,60
2025-09-14T06:45:57.48434915Z,61
2025-09-14T06:46:29.485198256Z,60
2025-09-14T06:46:31.481528112Z,61
2025-09-14T06:46:35.488718126Z,60
2025-09-14T06:46:41.484413994Z,61
2025-09-14T06:46:51.494533692Z,60
2025-09-14T06:46:55.532152416Z,61
2025-09-14T06:47:11.558345305Z,60
2025-09-14T06:47:13.497923386Z,61
2025-09-14T06:48:05.508118317Z,62
2025-09-14T06:48:07.484951154Z,61
2025-09-14T06:48:21.03462932Z,62
2025-09-14T06:48:37.046823367Z,61
2025-09-14T06:48:43.130881376Z,62
2025-09-14T06:48:43.132155741Z,61
2025-09-14T06:48:59.046080705Z,62
2025-09-14T06:49:21.541955766Z,61
2025-09-14T06:49:24.248969195Z,62
2025-09-14T06:49:25.106472139Z,61
2025-09-14T06:49:31.039071631Z,60
2025-09-14T06:49:37.032416414Z,61
2025-09-14T06:49:39.031350155Z,60
2025-09-14T06:49:41.098311377Z,61
2025-09-14T06:49:49.036146483Z,60
2025-09-14T06:49:53.029791892Z,61
2025-09-14T06:49:55.039715664Z,60
2025-09-14T06:49:59.108304665Z,61
2025-09-14T06:50:01.031176945Z,60
2025-09-14T06:50:09.038058339Z,61
2025-09-14T06:50:13.034522891Z,60
2025-09-14T06:50:15.062408066Z,61
2025-09-14T06:50:17.042202753Z,60
2025-09-14T06:50:29.04476873Z,61
2025-09-14T06:50:37.039057381Z,60
2025-09-14T06:50:41.053116409Z,61
2025-09-14T06:50:43.038158243Z,60
2025-09-14T06:50:45.048013811Z,61
2025-09-14T06:50:49.039784857Z,60
2025-09-14T06:50:51.043545956Z,61
2025-09-14T06:50:53.032751612Z,60
2025-09-14T06:50:57.270205702Z,61
2025-09-14T06:51:00.108534242Z,60
2025-09-14T06:52:17.498832544Z,61
2025-09-14T06:53:02.765774298Z,62
2025-09-14T06:57:18.606885014Z,0
2025-09-14T06:59:25.280815467Z,0
2025-09-14T07:00:05.561444352Z,63
2025-09-14T07:00:10.513362302Z,62
2025-09-14T07:03:09.282948417Z,60
2025-09-14T07:03:19.34255451Z,59
2025-09-14T07:03:29.404590271Z,60
2025-09-14T07:04:52.276667274Z,60
2025-09-14T07:05:04.663085659Z,61
2025-09-14T07:05:12.661949202Z,60
2025-09-14T07:06:09.594770587Z,60
2025-09-14T07:06:29.913089342Z,59
2025-09-14T07:06:40.069668394Z,60
2025-09-14T07:06:42.104701246Z,59
2025-09-14T07:06:50.233140972Z,60
2025-09-14T07:06:52.299535387Z,59
2025-09-14T07:06:54.303250422Z,60
2025-09-14T07:06:56.332073753Z,59
2025-09-14T07:07:00.394675784Z,60
2025-09-14T07:07:02.431383763Z,59
2025-09-14T07:07:04.459703934Z,60
2025-09-14T07:07:20.716499689Z,61
2025-09-14T07:07:22.75159915Z,60
2025-09-14T07:12:53.603007194Z,0
2025-09-14T07:16:18.671065388Z,61
2025-09-14T07:18:36.89914522Z,62
2025-09-14T07:18:38.932916803Z,61
2025-09-14T07:18:40.962726964Z,62
2025-09-14T07:18:42.996743241Z,61
2025-09-14T07:18:47.059931392Z,62
2025-09-14T07:18:49.094985505Z,61
2025-09-14T07:19:07.385804658Z,62
2025-09-14T07:19:09.414677382Z,61
2025-09-14T07:19:37.870277468Z,62
2025-09-14T07:19:39.899203602Z,61
2025-09-14T07:19:45.998480277Z,62
2025-09-14T07:19:48.027017798Z,61
2025-09-14T07:19:52.090995678Z,62
2025-09-14T07:20:14.439709972Z,63
2025-09-14T07:20:22.580766427Z,62
2025-09-14T07:20:24.609576909Z,63
2025-09-14T07:20:34.772757911Z,64
2025-09-14T07:20:36.807956618Z,63
2025-09-14T07:20:40.873249961Z,67
2025-09-14T07:20:48.999149708Z,66
2025-09-14T07:20:57.132766371Z,67
2025-09-14T07:20:59.160743409Z,66
2025-09-14T07:21:01.191171379Z,65
2025-09-14T07:21:09.34973574Z,63
2025-09-14T07:21:15.423983782Z,62
2025-09-14T07:21:21.523928232Z,61
2025-09-14T07:21:23.551370019Z,62
2025-09-14T07:21:27.62183094Z,61
2025-09-14T07:21:29.656691287Z,76
2025-09-14T07:21:31.686322545Z,81
2025-09-14T07:21:33.720735426Z,84
2025-09-14T07:21:35.750060275Z,82
2025-09-14T07:21:37.785444862Z,84
2025-09-14T07:21:41.848418806Z,83
2025-09-14T07:21:43.877749129Z,82
2025-09-14T07:21:45.912508953Z,80
2025-09-14T07:21:49.977011046Z,79
2025-09-14T07:21:52.011778854Z,80
2025-09-14T07:21:54.047045892Z,78
2025-09-14T07:21:56.076069288Z,77
2025-09-14T07:21:58.104500946Z,76
2025-09-14T07:22:02.175282589Z,75
2025-09-14T07:22:04.216724448Z,74
2025-09-14T07:22:06.239477164Z,73
2025-09-14T07:22:08.268195572Z,72
2025-09-14T07:22:10.303312535Z,71
2025-09-14T07:22:14.367190049Z,70
2025-09-14T07:22:20.467074286Z,69
2025-09-14T07:22:24.523921472Z,68
2025-09-14T07:22:26.559156175Z,67
2025-09-14T07:22:28.588042245Z,66
2025-09-14T07:22:32.658380222Z,65
2025-09-14T07:22:40.786138294Z,64
2025-09-14T07:22:46.879852155Z,63
2025-09-14T07:22:48.914121161Z,64
2025-09-14T07:22:50.943217878Z,63
2025-09-14T07:22:52.97790276Z,64
2025-09-14T07:22:55.013272019Z,63
2025-09-14T07:23:05.175048824Z,62
2025-09-14T07:23:07.21134326Z,63
2025-09-14T07:23:15.344542502Z,62
2025-09-14T07:23:17.381222227Z,63
2025-09-14T07:23:23.478762318Z,62
2025-09-14T07:24:16.277173715Z,62
2025-09-14T07:24:18.309740786Z,63
2025-09-14T07:24:26.444212105Z,62
2025-09-14T07:24:32.544426776Z,63
2025-09-14T07:24:40.671323455Z,62
2025-09-14T07:24:46.768013053Z,63
2025-09-14T07:24:48.795940448Z,62
2025-09-14T07:24:50.831393862Z,63
2025-09-14T07:24:52.866428288Z,62
2025-09-14T07:24:54.895665707Z,63
2025-09-14T07:24:56.930617503Z,62
2025-09-14T07:24:58.963530416Z,63
2025-09-14T07:25:03.028049026Z,62
2025-09-14T07:25:07.091899392Z,63
2025-09-14T07:25:09.126490296Z,62
2025-09-14T07:25:11.16194627Z,63
2025-09-14T07:26:20.256452495Z,64
2025-09-14T07:26:22.290345744Z,63
2025-09-14T07:26:24.319185347Z,64
2025-09-14T07:26:28.385137714Z,63
2025-09-14T07:26:30.420660305Z,64
2025-09-14T07:26:34.484627185Z,63
2025-09-14T07:26:36.519988555Z,65
2025-09-14T07:26:40.577465709Z,66
2025-09-14T07:26:42.61287711Z,65
2025-09-14T07:26:46.676709634Z,66
2025-09-14T07:26:50.739665163Z,65
2025-09-14T07:26:56.836597822Z,66
2025-09-14T07:26:58.878468568Z,65
2025-09-14T07:27:00.907004251Z,66
2025-09-14T07:27:04.967146034Z,65
2025-09-14T07:27:09.031723785Z,66
2025-09-14T07:27:11.06388975Z,65
2025-09-14T07:27:13.09257567Z,66
2025-09-14T07:27:15.127930514Z,65
2025-09-14T07:27:17.158340837Z,66
2025-09-14T07:27:19.192086141Z,65
2025-09-14T07:27:23.255787002Z,66
2025-09-14T07:27:33.419439814Z,65
2025-09-14T07:27:35.455069317Z,66
2025-09-14T07:27:37.484364752Z,65
2025-09-14T07:27:39.518586777Z,66
2025-09-14T07:27:45.613762222Z,65
2025-09-14T07:27:47.646649743Z,66
2025-09-14T07:27:49.67738676Z,65
2025-09-14T07:27:51.710203562Z,66
2025-09-14T07:27:53.739055363Z,65
2025-09-14T07:28:03.904237123Z,66
2025-09-14T07:28:07.968118886Z,65
2025-09-14T07:28:10.004036685Z,66
2025-09-14T07:28:22.191781937Z,65
2025-09-14T07:28:24.227212328Z,66
2025-09-14T07:35:14.745279034Z,65
2025-09-14T07:35:18.81585997Z,66
2025-09-14T07:35:24.895899937Z,65
2025-09-14T07:35:26.931460255Z,66
2025-09-14T07:35:33.019754796Z,65
2025-09-14T07:35:35.05655932Z,66
2025-09-14T07:35:39.120411042Z,65
2025-09-14T07:35:43.182869603Z,66
2025-09-14T07:35:45.218820898Z,65
2025-09-14T07:35:47.246713676Z,66
2025-09-14T07:35:49.281860938Z,65
2025-09-14T07:35:51.317241027Z,66
2025-09-14T07:35:55.381575095Z,65
2025-09-14T07:35:57.409713201Z,66
2025-09-14T07:36:03.507797923Z,65
2025-09-14T07:36:05.543456126Z,66
2025-09-14T07:36:07.571846496Z,65
2025-09-14T07:36:09.607224911Z,66
2025-09-14T07:36:17.735016449Z,65
2025-09-14T07:36:21.798895991Z,66
2025-09-14T07:36:25.863098455Z,65
2025-09-14T07:36:27.898415303Z,66
2025-09-14T07:36:29.933301068Z,65
2025-09-14T07:36:40.089970673Z,66
2025-09-14T07:36:44.156117283Z,65
2025-09-14T07:36:52.287870561Z,66
2025-09-14T07:36:56.348001462Z,65
2025-09-14T07:37:00.414702928Z,66
2025-09-14T07:37:06.511147009Z,65
2025-09-14T07:37:10.575069145Z,66
2025-09-14T07:37:16.670147012Z,65
2025-09-14T07:37:18.70753466Z,66
2025-09-14T07:37:20.735990324Z,65
2025-09-14T07:37:24.802674892Z,66
2025-09-14T07:37:26.836926886Z,65
2025-09-14T07:37:30.89895731Z,66
2025-09-14T07:37:32.927958675Z,65
2025-09-14T07:37:34.95984543Z,66
2025-09-14T07:37:47.157642141Z,65
2025-09-14T07:37:49.188727913Z,66
2025-09-14T07:37:51.22110591Z,65
2025-09-14T07:37:53.251162483Z,66
2025-09-14T07:38:03.411703044Z,65
2025-09-14T07:38:11.539662439Z,66
2025-09-14T07:38:13.572385523Z,65
2025-09-14T07:38:17.635774141Z,66
2025-09-14T07:38:19.67415264Z,65
2025-09-14T07:38:25.77623706Z,66
2025-09-14T07:38:27.797640579Z,65
2025-09-14T07:38:29.831279072Z,66
2025-09-14T07:38:31.866254157Z,65
2025-09-14T07:38:35.931508693Z,66
2025-09-14T07:38:37.973597162Z,65
2025-09-14T07:38:39.995914247Z,66
2025-09-14T07:38:44.059674488Z,65
2025-09-14T07:38:48.12368498Z,66
2025-09-14T07:38:52.187424408Z,65
2025-09-14T07:38:56.251920215Z,66
2025-09-14T07:38:58.286890994Z,65
2025-09-14T07:39:02.351524852Z,66
2025-09-14T07:39:04.384090214Z,65
2025-09-14T07:39:20.636376787Z,66
2025-09-14T07:39:22.670967839Z,65
2025-09-14T07:39:28.770065803Z,66
2025-09-14T07:39:30.798494148Z,65
2025-09-14T07:39:34.867309647Z,66
2025-09-14T07:39:40.960049879Z,65
2025-09-14T07:39:42.995660063Z,66
2025-09-14T07:39:45.026951951Z,65
2025-09-14T07:39:49.090713006Z,66
2025-09-14T07:39:53.15809781Z,65
2025-09-14T07:39:55.187134298Z,66
2025-09-14T07:40:01.288598994Z,65
2025-09-14T07:40:05.346462875Z,66
2025-09-14T07:40:09.40986315Z,65
2025-09-14T07:40:17.540453334Z,66
2025-09-14T07:40:19.577257132Z,65
2025-09-14T07:40:23.63881454Z,66
2025-09-14T07:40:25.670612089Z,65
2025-09-14T07:40:29.732900662Z,66
2025-09-14T07:40:31.763663553Z,65
2025-09-14T07:40:33.798434101Z,66
2025-09-14T07:40:35.834229079Z,65
2025-09-14T07:40:37.862422422Z,66
2025-09-14T07:40:39.90068648Z,65
2025-09-14T07:40:41.927173065Z,66
2025-09-14T07:40:43.962853108Z,65
2025-09-14T07:40:48.026180424Z,66
2025-09-14T07:40:50.060871182Z,65
2025-09-14T07:40:52.090016756Z,66
2025-09-14T07:40:54.125327589Z,65
2025-09-14T07:41:00.218086757Z,66
2025-09-14T07:41:02.252863388Z,65
2025-09-14T07:41:06.313277939Z,66
2025-09-14T07:41:08.349076727Z,65
2025-09-14T07:41:14.447557623Z,66
2025-09-14T07:41:18.505762697Z,65
2025-09-14T07:41:20.540657878Z,66
2025-09-14T07:41:24.607932966Z,65
2025-09-14T07:41:26.636895019Z,66
2025-09-14T07:41:28.6718968Z,65
2025-09-14T07:41:32.736033403Z,66
2025-09-14T07:41:34.764816704Z,65
2025-09-14T07:41:36.806288323Z,66
2025-09-14T07:41:38.828527034Z,65
2025-09-14T07:41:40.864522339Z,66
2025-09-14T07:41:44.927741135Z,65
2025-09-14T07:41:48.991995408Z,66
2025-09-14T07:41:53.057437831Z,65
2025-09-14T07:41:57.120095153Z,66
2025-09-14T07:42:03.219223264Z,65
2025-09-14T07:42:05.247971341Z,66
2025-09-14T07:42:07.283159971Z,65
2025-09-14T07:42:13.379480576Z,66
2025-09-14T07:42:21.513966484Z,65
2025-09-14T07:42:25.57778563Z,66
2025-09-14T07:42:27.606166978Z,65
2025-09-14T07:42:31.668644976Z,66
2025-09-14T07:42:33.704801653Z,65
2025-09-14T07:42:39.799987113Z,66
2025-09-14T07:42:41.834685187Z,65
2025-09-14T07:42:43.863688435Z,66
2025-09-14T07:42:45.899449566Z,65
2025-09-14T07:42:49.962895152Z,66
2025-09-14T07:42:54.026735204Z,65
2025-09-14T07:42:56.061814876Z,66
2025-09-14T07:42:58.092163193Z,65
2025-09-14T07:43:02.154793246Z,66
2025-09-14T07:43:04.183642518Z,65
2025-09-14T07:43:08.254421769Z,66
2025-09-14T07:43:12.318136566Z,65
2025-09-14T07:43:18.417127262Z,66
2025-09-14T07:43:20.44654706Z,65
2025-09-14T07:43:24.516643441Z,66
2025-09-14T07:43:28.573720557Z,65
2025-09-14T07:43:32.638267032Z,66
2025-09-14T07:43:38.737530354Z,65
2025-09-14T07:43:42.801292206Z,66
2025-09-14T07:43:44.836296047Z,65
2025-09-14T07:43:59.061261768Z,66
2025-09-14T07:44:01.099073343Z,65
2025-09-14T07:44:03.12350403Z,66
2025-09-14T07:44:09.222030034Z,65
2025-09-14T07:44:12.506220089Z,66
2025-09-14T07:44:16.499129601Z,65
2025-09-14T07:44:17.357155681Z,66
2025-09-14T07:44:19.385177287Z,65
2025-09-14T07:44:23.449681172Z,66
2025-09-14T07:44:25.481868226Z,65
2025-09-14T07:44:35.644035027Z,66
2025-09-14T07:44:37.675936179Z,65
2025-09-14T07:44:39.707974457Z,66
2025-09-14T07:44:53.938336501Z,65
2025-09-14T07:44:55.973111944Z,66
2025-09-14T07:44:58.00169451Z,65
2025-09-14T07:45:04.094482874Z,66
2025-09-14T07:45:06.129934169Z,65
2025-09-14T07:45:16.290397464Z,66
2025-09-14T07:45:18.325920677Z,65
2025-09-14T07:45:26.455272401Z,66
2025-09-14T07:45:28.483891977Z,65
2025-09-14T08:00:59.274579424Z,64
2025-09-14T08:01:01.291619498Z,65
2025-09-14T08:01:09.426289991Z,64
2025-09-14T08:01:11.461284596Z,65
2025-09-14T08:01:15.525425411Z,64
2025-09-14T08:01:17.555128563Z,65
2025-09-14T08:01:19.583940119Z,64
2025-09-14T08:01:21.61246227Z,65
2025-09-14T08:01:35.846296619Z,64
2025-09-14T08:01:37.882162512Z,65
2025-09-14T08:01:39.916129885Z,64
2025-09-14T08:01:41.945019314Z,65
2025-09-14T08:01:46.015041669Z,64
2025-09-14T08:01:50.066053934Z,65
2025-09-14T08:01:54.130540552Z,64
2025-09-14T08:01:58.193967598Z,65
2025-09-14T08:02:04.287245772Z,64
2025-09-14T08:02:08.350992873Z,65
2025-09-14T08:02:10.386636807Z,64
2025-09-14T08:02:18.513759106Z,65
2025-09-14T08:02:20.54176403Z,64
2025-09-14T08:02:22.583458702Z,65
2025-09-14T08:02:28.676392988Z,64
2025-09-14T08:02:34.771829126Z,65
